name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood
Hold On,Hold On,Chord Overstreet,5vjLSffimiIP26QG5WcN2K,2017-02-03,84,198853,0.618,0.469,0.443,0,0.0829,0.167,-9.681,0.0526,119.949,2,4,Sad
Teenage Mind,Teenage Mind,Tate McRae,70vdb3Nf9sUaOax5c6phOT,2018-08-17,72,155205,0.671,0.75,0.337,1.38e-06,0.11,0.12,-9.762,0.0605,119.716,4,4,Sad
All My Heroes - Radio Edit,All My Heroes,Naeleck,0TRmtiR9q6XnYDzXmoMpGC,2020-07-31,65,228433,0.609,0.287,0.668,0.0104,0.0974,0.212,-4.515,0.0308,82.975,11,4,Sad
July,THE END OF EVERYTHING,Noah Cyrus,6J2LdBN97cDWn0MLxYh9HB,2020-05-15,85,156106,0.708,0.868,0.186,0,0.0779,0.322,-8.953,0.042,72.541,9,4,Sad
Heather,Kid Krow,Conan Gray,4xqrdfXkTW4T0RauPLv3WA,2020-03-20,90,198040,0.357,0.584,0.425,0,0.322,0.27,-7.301,0.0333,102.078,5,3,Sad
Goodbyes,Goodbyes,Ann@lise,1mpxW7RUozP9HgDUezM8pR,2021-03-12,48,138305,0.795,0.344,0.383,0,0.0847,0.545,-6.464,0.0585,118.087,6,4,Sad
Half A Man,A Place We Knew,Dean Lewis,1ugQtcwmKOXvKAYzhjncmv,2019-03-22,77,179120,0.507,0.855,0.204,0,0.143,0.343,-11.575,0.0504,77.765,0,4,Sad
Feeling Whitney,Stoney (Deluxe),Post Malone,35r28RDot7nPE7y9K9H7l0,2016-12-09,80,257266,0.412,0.787,0.227,4.69e-06,0.282,0.226,-12.696,0.0359,80.111,0,4,Sad
Run Back,Run Back,WINGMAN,3dp2RwJIznPSr5nj0QNgM3,2021-03-26,45,180655,0.686,0.234,0.647,0,0.0932,0.731,-6.363,0.175,87.008,1,4,Sad
If You Want Love,Perception,NF,3i5qVV8azKqGFK4Gzdt5YS,2017-10-06,80,199386,0.551,0.659,0.386,0,0.125,0.245,-10.22,0.132,116.409,0,1,Sad
Make You Mine - Acoustic,Make You Mine,PUBLIC,65Ki57yTO2fXdtKPOaS15n,2019-08-09,65,209093,0.721,0.755,0.389,0,0.136,0.465,-8.558,0.0279,98.003,9,4,Sad
Let Me Down Slowly,Narrated For You,Alec Benjamin,2qxmye6gAegTMjLKEBoR3d,2018-11-16,85,169353,0.652,0.74,0.557,0,0.124,0.483,-5.714,0.0318,150.073,1,4,Sad
Remember Me (Dúo),Coco (Banda Sonora Original en Español),Various Artists,48HBOFsmgIZI5GR3VnIzWL,2017-10-27,55,164453,0.598,0.412,0.509,0,0.531,0.569,-8.328,0.032,84.979,0,4,Sad
Find,New Dawn,Golden Age,7oiH2YeRaDiq8721Q2Aakr,2021-02-26,45,214853,0.342,0.568,0.444,0,0.117,0.102,-8.508,0.0456,148.967,7,4,Sad
Good Riddance (Time of Your Life),Nimrod,Green Day,6ORqU0bHbVCRjXm9AjyHyZ,1997-10-14,77,153466,0.475,0.183,0.432,0,0.161,0.648,-7.844,0.0302,94.605,7,4,Sad
Blues,Blues,Olive Amun,0y1TguY6ZTUD0g29Wg8h04,2021-03-24,58,150127,0.694,0.501,0.576,2.35e-06,0.264,0.445,-7.064,0.0275,117.997,11,4,Sad
Remind Me to Forget,Kids in Love,Kygo,6xTU6B6nFwKKTSZ9ySXS80,2017-11-03,67,217293,0.689,0.158,0.505,0,0.138,0.312,-6.389,0.0933,99.017,0,4,Sad
you were good to me (bonus track),love is not dying,Jeremy Zucker,0JnSoyZMTYZLWFVdVT1JFZ,2020-04-17,23,219146,0.469,0.897,0.08,4.22e-05,0.112,0.206,-15.489,0.0425,101.238,2,4,Sad
(You Deserve) Better,This Is Autumn,Zāna,1iSuqpMjNEhuM42PLK3noN,2020-11-28,46,254680,0.792,0.293,0.745,0.000118,0.144,0.493,-6.775,0.0547,107.967,10,4,Sad
7 Years (Remix),7 Years (Remix),Sik World,1kFlDnWmBTvCBxxeGDpIdp,2016-06-04,78,134197,0.811,0.227,0.609,0,0.102,0.439,-8.376,0.0996,120.071,10,4,Sad
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,5CLGzJsGqhCEECcpnFQA8x,2018-01-19,78,210772,0.653,0.194,0.809,0,0.165,0.55,-4.057,0.0474,92.213,0,4,Sad
Love Someone,Love Someone,Lukas Graham,2JqnpexlO9dmvjUMCaLCLJ,2018-09-07,74,205463,0.55,0.161,0.415,0,0.108,0.274,-6.557,0.052,172.065,9,4,Sad
Pain,Pain,Bigga Don,7fps5nuibnbKWoPHZDBN4v,2021-03-23,46,134328,0.765,0.19,0.523,0,0.145,0.649,-7.527,0.04,143.003,6,4,Sad
Glorious (feat. Skylar Grey),GEMINI,Macklemore,0CokSRCu5hZgPxcZBaEzVE,2017-09-22,78,220454,0.731,0.0323,0.794,2.59e-05,0.112,0.356,-5.126,0.0522,139.994,0,4,Sad
Drown,Drown,Taylor DeBlock,6oxdRyXdzR2MZhDcJnOlxi,2021-03-26,42,198000,0.681,0.58,0.463,1.39e-05,0.108,0.35,-10.267,0.0317,119.999,0,4,Sad
Bruises,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,4Of7rzpRpV1mWRbhp5rAqG,2019-05-17,84,220492,0.736,0.946,0.308,0,0.186,0.361,-7.83,0.0677,111.202,4,4,Sad
Pretty Prince,"Love, Juliet",Rilena,2rnWZVg6Iaw77TziPWtrmu,2021-03-19,43,235114,0.758,0.475,0.345,9.89e-05,0.12,0.51,-11.212,0.0406,120.063,0,4,Sad
comethru,"summer,",Jeremy Zucker,18uwL0vNUanqZH0ro2QcOP,2018-09-28,82,181613,0.795,0.607,0.178,0,0.623,0.608,-11.991,0.0574,93.982,0,4,Sad
Let Her Go (Acoustic Version),All the Little Lights (Deluxe Version),Passenger,6lbab5xH9F6MfjXsKl0f6D,2013-11-29,54,266626,0.555,0.948,0.0739,0,0.108,0.25,-13.961,0.0517,139.149,4,4,Sad
Gone,The Beauty of Zora,Zāna,6LaDNxSNrWlJaUMB9EJd2f,2018-07-27,31,423689,0.479,0.888,0.214,0.327,0.114,0.0383,-13.844,0.0316,79.977,7,4,Sad
No Idea - Dj Purpberry Chopped and Screwed,No Idea (DJ Purpberry Chopped and Screwed),Don Toliver,3PEwQ1uaMwg0ehoTeVm7Yq,2019-05-28,71,195573,0.682,0.596,0.443,0.00539,0.266,0.582,-10.787,0.0554,99.891,2,4,Sad
Pure Imagination,Our Remedy,Unclenathannn,36V4aP2bpDUuvBYcpku9LI,2018-03-19,68,99838,0.824,0.765,0.0312,7.55e-05,0.0845,0.314,-15.873,0.0921,72.727,7,3,Sad
Jocelyn Flores,17,XXXTENTACION,7m9OqQk4RVRkw9JJdeAw96,2017-08-25,88,119133,0.872,0.469,0.391,4.13e-06,0.297,0.437,-9.144,0.242,134.021,0,4,Sad
willow,evermore,Taylor Swift,0lx2cLdOt3piJbcaXIV74f,2020-12-11,86,214706,0.392,0.833,0.574,0.00179,0.145,0.529,-9.195,0.17,81.112,7,4,Calm
Monster (Shawn Mendes & Justin Bieber),Monster,Shawn Mendes,2Z8yfpFX0ZMavHkcIeHiO1,2020-11-20,86,178994,0.652,0.0676,0.383,0.0,0.0828,0.549,-7.076,0.0516,145.765,2,4,Calm
This City,This City,Sam Fischer,3H3r2nKWa3Yk5gt8xgmsEt,2019-12-11,85,194853,0.605,0.733,0.377,0.0,0.0808,0.519,-6.213,0.0443,73.877,11,4,Calm
If the World Was Ending - feat. Julia Michaels,If the World Was Ending (feat. Julia Michaels),JP Saxe,2kJwzbxV2ppxnQoYw4GLBZ,2019-10-17,87,208687,0.464,0.866,0.473,0.0,0.109,0.604,-10.086,0.129,75.801,1,4,Calm
Tattoos Together,~how i'm feeling~,Lauv,1Srt81FTalOhRw7t7l8Yh8,2020-03-06,77,186613,0.862,0.00575,0.4,7.49e-06,0.123,0.596,-7.486,0.0736,122.963,4,4,Calm
It's Ok If You Forget Me,It's Ok If You Forget Me,Astrid S,312zSwwbPU7C3sTmro4Wx9,2020-09-18,72,204989,0.562,0.526,0.379,0.0,0.151,0.258,-7.625,0.231,171.848,6,4,Calm
Stuck with U (with Justin Bieber),Stuck with U,Ariana Grande,4HBZA5flZLE435QTztThqH,2020-05-08,87,228482,0.597,0.223,0.45,0.0,0.382,0.537,-6.658,0.0418,178.765,8,3,Calm
Slow Dance,Slow Dance,AJ Mitchell,5FNS5Vj69AhRGJWjhrAd01,2019-08-09,75,178799,0.692,0.214,0.443,0.0,0.06,0.363,-5.671,0.0386,127.899,1,4,Calm
What Other People Say,What Other People Say,Sam Fischer,2h9TDNEXRhcDIV3fsoEVq9,2021-02-04,85,194890,0.652,0.158,0.472,0.0,0.121,0.24,-8.084,0.0399,126.904,7,4,Calm
To Die For,To Die For,Sam Smith,2ZTYlnhhV1UAReg7wIGolx,2020-02-14,75,193795,0.483,0.832,0.361,4.66e-06,0.098,0.307,-7.889,0.0738,171.649,0,4,Calm
Holy (feat. Chance The Rapper),Holy,Justin Bieber,5u1n1kITHCxxp8twBcZxWy,2020-09-18,88,212093,0.673,0.196,0.704,0.0,0.0898,0.372,-8.056,0.36,86.919,6,4,Calm
Fake,Fake,Lauv,4Gt2kh3QbAGU6yquOWn4aW,2020-10-13,77,146375,0.703,0.139,0.657,0.0,0.093,0.455,-5.363,0.0783,82.96,4,4,Calm
"Hey Stupid, I Love You","Hey Stupid, I Love You",JP Saxe,5inDa3sWj8zqJBOdj7Bjqc,2020-06-25,72,181000,0.758,0.218,0.594,5.32e-06,0.0798,0.869,-9.63,0.426,91.864,5,4,Calm
Be Kind (with Halsey),Be Kind (with Halsey),Marshmello,3Z8FwOEN59mRMxDCtb8N0A,2020-05-01,85,172761,0.63,0.00776,0.633,0.0,0.0541,0.452,-7.088,0.0457,93.995,4,4,Calm
Slow Grenade,Slow Grenade,Ellie Goulding,5z8uLrYMcUVvzTV28twt44,2020-06-30,70,217493,0.758,0.0996,0.562,0.0,0.0996,0.581,-6.302,0.0771,142.035,9,4,Calm
Perfectly Imperfect,Perfectly Imperfect,Declan J Donovan,6TbkMxKZudkP6Sty7rkLU9,2020-08-14,68,204309,0.698,0.649,0.367,0.0,0.119,0.246,-5.811,0.0329,104.853,2,3,Calm
cardigan,folklore,Taylor Swift,4R2kfaDFhslZEMJqAFNpdd,2020-07-24,84,239560,0.613,0.537,0.581,0.000345,0.25,0.551,-8.588,0.0424,130.033,0,4,Calm
Put Your Records On,Put Your Records On,Ritt Momney,1fah1uAs7HeTYDlNftKr3K,2020-04-24,17,210463,0.399,0.058,0.492,0.00101,0.11,0.159,-10.777,0.0538,91.066,6,4,Calm
drivers license,drivers license,Olivia Rodrigo,7lPN2DXiMsVn7XUKtOW1CS,2021-01-08,100,242013,0.585,0.721,0.436,1.31e-05,0.105,0.132,-8.761,0.0601,143.874,10,4,Calm
Lonely (with benny blanco),Lonely (with benny blanco),Justin Bieber,4y4spB9m0Q6026KfkAvy9Q,2020-10-16,88,149297,0.631,0.864,0.239,0.0,0.116,0.0927,-7.071,0.0398,79.859,11,4,Calm
Love Like That,~how i'm feeling~ (the extras),Lauv,2tSDwInMbSGmUySTeUgO5e,2019-12-19,1,184556,0.679,0.208,0.481,1.02e-05,0.284,0.486,-9.045,0.0593,80.011,3,4,Calm
Afterglow,Afterglow,Ed Sheeran,0E4Y1XIbs8GrAT1YqVy6dq,2020-12-21,89,185486,0.641,0.698,0.324,0.0,0.328,0.273,-5.851,0.0299,110.184,11,4,Calm
you broke me first,you broke me first,Tate McRae,45bE4HXI0AwGZXfZtMp8JR,2020-04-17,92,169265,0.667,0.785,0.373,0.0,0.0906,0.0823,-9.389,0.05,124.148,4,4,Calm
if we never met,if we never met,John K,5HBDBBr5OV90lubqW8ctJF,2019-04-26,72,144426,0.958,0.171,0.376,0.0,0.127,0.331,-7.063,0.0523,107.964,8,4,Calm
Before You Go,Before You Go,Lewis Capaldi,7ce20yLkzuXXLUhzIDoZih,2019-11-19,84,215106,0.459,0.604,0.575,0.0,0.0885,0.183,-4.858,0.0573,111.881,3,4,Calm
At My Worst,The Prelude,Pink Sweat$,0ri0Han4IRJhzvERHOZTMr,2020-07-17,87,170344,0.813,0.777,0.415,0.0,0.131,0.667,-5.926,0.0349,91.921,0,4,Calm
this is how you fall in love,this is how you fall in love,Jeremy Zucker,0742PcMPo2Akmo4vHC29VZ,2021-01-15,81,174586,0.52,0.733,0.204,2.53e-05,0.126,0.274,-12.488,0.0355,79.682,7,4,Calm
Slow,Slow,SHY Martin,1Ia95g66IhlAJ3qVI4qI8W,2020-01-10,69,163547,0.636,0.815,0.243,0.0,0.111,0.239,-9.509,0.04,142.016,2,4,Calm
Modern Loneliness,~how i'm feeling~,Lauv,7MZF7YLxOP2to9iblSulLc,2020-02-20,1,252337,0.702,0.144,0.508,0.0,0.108,0.143,-7.105,0.035,82.008,8,4,Calm
Lie,Lie,Sasha Sloan,04NMWz4ctkuILV6mUR2iWp,2020-08-07,69,209131,0.718,0.387,0.483,0.000208,0.124,0.29,-6.596,0.0381,103.997,8,4,Calm
Past Life (with Selena Gomez),Past Life (with Selena Gomez),Trevor Daniel,4P6IttK2PRBjyr3fm0pP7t,2020-06-26,75,186480,0.612,0.104,0.539,0.0,0.18,0.294,-5.071,0.0488,79.948,3,4,Calm
Remember That Night?,Remember That Night?,Sara Kays,1nYzjrdVQ8RpF93M0jPFW7,2020-11-06,85,227186,0.679,0.585,0.61,9.51e-05,0.156,0.554,-10.936,0.0305,123.978,7,4,Calm
Good Stuff,Good Stuff,Griff,1tUdd0dSQ5ij2XiqlWhlHX,2020-02-07,69,193266,0.641,0.913,0.376,0.0,0.107,0.165,-7.478,0.117,143.958,7,4,Calm
Falling,Fine Line,Harry Styles,1ZMiCix7XSAbfAJlEZWMCp,2019-12-13,88,240133,0.567,0.839,0.267,1.46e-06,0.089,0.0592,-6.502,0.0299,110.011,4,4,Calm
cowboy in LA,cowboy in LA,LANY,0E6uWutxRjIDhleURR92do,2020-09-16,12,213800,0.624,0.407,0.393,0.0,0.118,0.728,-8.916,0.0333,177.963,8,4,Calm
Lost,Lost,Blake Rose,45Q6RNX1yeHpGZpR0RjpKI,2020-11-06,71,234623,0.597,0.216,0.687,0.0,0.107,0.502,-6.536,0.0466,94.749,4,4,Calm
r u ok,r u ok,Tate McRae,7rq1zCf90CnU7OalBLIgNp,2020-12-10,77,185849,0.666,0.318,0.593,0.0,0.414,0.329,-5.905,0.0373,140.013,2,4,Calm
Her,Her,Anne-Marie,2GjQ5KNXggsIRpx5ZUj2zX,2020-03-22,69,177568,0.567,0.87,0.395,0.0,0.106,0.329,-5.568,0.0303,119.849,10,4,Calm
Losing Me,Losing Me,Gabrielle Aplin,4P6g8wuXeR3wznFk7WnI4w,2019-08-14,70,180640,0.66,0.209,0.449,0.0,0.111,0.237,-6.573,0.0442,133.984,7,4,Calm
Like No One Does,Like No One Does,Jake Scott,2HnfqILzgKt1CepTlU4oqq,2020-04-03,68,158469,0.8,0.352,0.41,1.45e-06,0.107,0.442,-12.734,0.236,104.941,10,4,Calm
Oh My God,Oh My God,Alec Benjamin,2U12JbtnFSYa5Av5wEcEDX,2020-02-13,8,187727,0.696,0.652,0.565,2.02e-06,0.121,0.599,-7.237,0.0605,156.11,5,4,Calm
Nobody's Love,Nobody's Love,Maroon 5,3kwgqoBqTwoAH4nT29TYrq,2020-07-24,77,211253,0.486,0.31,0.567,0.0,0.0949,0.154,-6.456,0.0379,93.68,1,4,Calm
Better,Better,ZAYN,1dLXLETYiZohIZWnse4ypG,2020-09-25,74,174516,0.637,0.353,0.418,0.0,0.131,0.0807,-7.137,0.301,84.295,2,4,Calm
No Right To Love You,No Right To Love You,Rhys Lewis,4SHJLxcRicQyT42jG95Y5u,2020-06-26,64,238066,0.602,0.654,0.43,0.00013,0.104,0.298,-9.484,0.0401,159.845,1,4,Calm
Paper Planes,Paper Planes,Elina,5GzgEC6pWf1USZsCtkG8yC,2020-03-13,69,199980,0.529,0.543,0.351,0.0,0.0851,0.529,-12.484,0.0368,147.815,1,4,Calm
Put A Little Love On Me,Put A Little Love On Me,Niall Horan,1hCTxutVVYvggAQcUUUZAT,2019-12-06,73,224585,0.584,0.678,0.465,0.0,0.106,0.299,-4.88,0.0262,95.969,10,4,Calm
Feelings,Feelings,Lauv,0y675KDleCZEudjoeL1sQQ,2019-09-19,4,189613,0.694,0.0934,0.466,0.0,0.098,0.246,-6.758,0.0384,103.018,9,4,Calm
Line By Line,Line By Line,JP Saxe,2gA74HvN6NKFrhgzpd5oNE,2021-01-13,74,208186,0.645,0.274,0.486,0.0,0.135,0.453,-7.299,0.0425,72.536,0,4,Calm
To Be Young (feat. Doja Cat),To Be Young (feat. Doja Cat),Anne-Marie,4YAg8h8WliHZlW5wuv8Jpk,2020-07-13,72,194758,0.525,0.241,0.649,0.0,0.129,0.286,-4.802,0.0655,155.995,8,4,Calm
Forever Young,Forever Young,Boy In Space,0Kjkp9SLw8uhBAiSrSgdcB,2020-05-01,63,211680,0.557,0.579,0.219,1.3e-06,0.0982,0.394,-10.48,0.0317,122.055,7,4,Calm
I Should Probably Go To Bed,I Should Probably Go To Bed,Dan + Shay,5ovVcYo2MvjVydFwFyaaqy,2020-07-31,76,171826,0.721,0.634,0.277,0.0,0.112,0.309,-7.128,0.0365,131.935,1,4,Calm
Gone,Gone,Blake Rose,6sHxpnCerm9M6A5zaFFNfs,2020-02-07,67,205462,0.317,0.039,0.545,0.0,0.116,0.14,-6.439,0.0469,139.014,11,5,Calm
House With No Mirrors,House With No Mirrors,Sasha Sloan,55vsJO4tLZQ37qzD5QUOmh,2020-08-25,64,227613,0.72,0.832,0.408,2.61e-06,0.0992,0.341,-11.725,0.0498,121.972,2,4,Calm
2021,2021,Lauv,5DlXq40tjFwd3SFp55AfKp,2020-12-31,68,195952,0.849,0.685,0.489,2.21e-05,0.108,0.344,-7.433,0.0504,113.972,0,4,Calm
lie to me,lie to me,Tate McRae,4f9IfFvBFm7Gsf1IVEudyf,2020-10-14,77,177440,0.642,0.0151,0.392,0.0,0.352,0.0479,-7.846,0.0372,138.065,4,4,Calm
"always, i'll care","always, i’ll care",Jeremy Zucker,1LdS1ULS9e18oW3M2C1MUj,2020-02-07,19,146146,0.784,0.918,0.278,0.000196,0.112,0.741,-10.745,0.041,105.034,6,4,Calm
A Little Bit Yours,A Little Bit Yours,JP Saxe,00cBcYOlnHoXX9ver3cmdE,2020-09-02,74,225680,0.598,0.735,0.295,0.0,0.107,0.314,-8.553,0.0276,87.025,1,4,Calm
Wild Life,Wild Life,OneRepublic,6oaQuXiRKqQq9ITJBV1XmC,2020-09-25,67,267117,0.498,0.0118,0.764,0.0104,0.156,0.0557,-8.096,0.0382,115.975,2,4,Calm
"10,000 Hours (with Justin Bieber)","10,000 Hours (with Justin Bieber)",Dan + Shay,2wrJq5XKLnmhRXHIAf9xBa,2019-10-04,86,167693,0.654,0.153,0.63,0.0,0.111,0.43,-4.644,0.0259,89.991,10,4,Calm
My Oasis (feat. Burna Boy),My Oasis (feat. Burna Boy),Sam Smith,2KoHxhRyWxJzA0VafWd5Nk,2020-07-30,74,179916,0.691,0.569,0.474,0.000626,0.099,0.381,-8.742,0.0583,143.783,10,4,Calm
if i were u (with Lauv),if i were u (with Lauv),blackbear,0CF1RH8dQKuK2lQPSQw2lZ,2020-08-19,68,186468,0.666,0.144,0.628,0.0,0.189,0.767,-5.613,0.0623,82.992,8,4,Calm
17,17,Pink Sweat$,034KyQEk7IhbLtniVhBErj,2020-02-28,71,160736,0.558,0.169,0.364,9.94e-05,0.109,0.252,-8.663,0.0502,129.17,5,4,Calm
6 months,6 months,John K,195DDl4riXguLriXMSU0Gg,2020-02-21,24,216937,0.66,0.256,0.581,0.0,0.0892,0.329,-6.056,0.0408,145.912,3,4,Calm
Intentions,Intentions,Justin Bieber,364dI1bYnvamSnBJ8JcNzN,2020-02-07,80,212868,0.811,0.317,0.553,0.0,0.105,0.86,-6.644,0.0552,148.014,9,4,Calm
exile (feat. Bon Iver),folklore,Taylor Swift,4pvb0WLRcMtbPGmtejJJ6y,2020-07-24,82,285634,0.298,0.778,0.38,5.62e-05,0.11,0.152,-8.426,0.0287,75.602,6,4,Calm
Wrong Direction,Wrong Direction,Hailee Steinfeld,7GCVboEDzfL3NKp1NrAgHR,2020-01-01,4,248986,0.378,0.472,0.388,0.0,0.157,0.188,-9.017,0.036,72.293,10,4,Calm
Are you happy?,Sad Songs,SHY Martin,6s86N7LVaJZuU4alwKp6XO,2020-08-07,67,157555,0.632,0.714,0.578,0.0,0.42,0.297,-7.657,0.0905,139.324,9,4,Calm
Share That Love (feat. G-Eazy),Share That Love (feat. G-Eazy),Lukas Graham,44l9nnCVvOQBbWG6tDViKl,2020-08-21,74,172398,0.715,0.162,0.658,0.0,0.0742,0.795,-4.304,0.106,158.024,11,4,Calm
17,Inner Monologue Part 2,Julia Michaels,0ND8rF8oirMXtE59n585P6,2019-06-28,68,182800,0.774,0.458,0.466,0.0,0.111,0.396,-6.869,0.0433,97.975,4,4,Calm
Hard On Yourself,Hard On Yourself,Charlie Puth,3xvYvJAa0iUVKKsYcuDNlK,2020-08-14,1,160825,0.824,0.22,0.783,0.0,0.234,0.788,-4.53,0.0507,114.028,1,4,Calm
What Am I,What Am I,Why Don't We,1HimGOB6BjOaCQYMIF1xtU,2019-08-23,73,184665,0.614,0.0687,0.647,0.0,0.104,0.368,-4.681,0.0524,163.862,0,4,Calm
Nothing's the Same,Nothing's the Same,Alexander 23,3NllHdYknM2F6UxxGevXWc,2020-12-11,57,175041,0.735,0.528,0.32,0.00271,0.215,0.401,-11.32,0.0437,132.853,11,4,Calm
The Way I Am,The Way I Am,Gavin Haley,38ovefcipRlByRd5UF9PWp,2019-09-13,0,178143,0.533,0.772,0.5,0.0,0.112,0.14,-8.273,0.0481,99.77,7,4,Calm
i don't want to watch the world end with someone else,i don't want to watch the world end with someone else,Clinton Kane,58qX77t2VWMWcycsh9zKLc,2020-05-08,73,184505,0.535,0.771,0.359,0.0,0.111,0.488,-9.343,0.0607,154.163,2,4,Calm
Favorite Part Of Me,Down Low,Astrid S,0cppqb4vQycORHNMxr8DGd,2019-09-26,66,198390,0.598,0.862,0.502,0.0,0.096,0.403,-6.273,0.0447,121.621,1,5,Calm
Better Days,Better Days,OneRepublic,2K0r5GD5zYlEMx2M7ZMcqG,2020-03-25,77,144530,0.626,0.235,0.726,0.0,0.304,0.257,-5.015,0.0376,89.132,5,4,Calm
can I call you back?,can I call you back?,SHY Martin,3bWubl9oMzs5Z1n5KZXSSz,2020-04-10,62,153058,0.647,0.827,0.319,0.0,0.133,0.267,-9.987,0.0367,126.243,9,4,Calm
nobody else,mama's boy,LANY,7GLBqDKAJLCLIsj2GEDkSw,2020-10-02,50,197480,0.569,0.744,0.291,0.0,0.137,0.313,-14.509,0.043,151.659,0,4,Calm
Coke & Mentos,Coke & Mentos,salem ilese,0XtJdLv5FZN09C2mTixh6S,2020-11-17,64,127826,0.605,0.671,0.663,0.0108,0.159,0.75,-5.396,0.168,183.361,7,4,Calm
Unlearn (with Gracie Abrams),Unlearn (with Gracie Abrams),benny blanco,6GH4tLwGW6HliKbZBdt6hD,2021-03-24,71,155361,0.429,0.897,0.214,0.0,0.105,0.189,-12.261,0.242,77.849,1,4,Calm
Grey,The Good Times and The Bad Ones,Why Don't We,2J4DpqJCIuuM9WjtWHbjvd,2021-01-15,73,277694,0.298,0.869,0.295,0.0,0.111,0.199,-8.789,0.0318,171.361,2,4,Calm
IDK You Yet,IDK You Yet,Alexander 23,47EWMOElkkbMp5m9SBkx7d,2020-04-09,69,184638,0.629,0.884,0.306,0.0776,0.124,0.191,-11.735,0.0424,76.994,1,1,Calm
Crying My Eyes Out,Crying My Eyes Out,Stephen Puth,1e6McS5TlhjM3NRJMLfYPr,2019-11-22,61,176539,0.746,0.201,0.529,9.65e-06,0.127,0.719,-6.378,0.0338,104.023,8,4,Calm
Lose You To Love Me,Lose You To Love Me,Selena Gomez,1HfMVBKM75vxSfsQ5VefZ5,2019-10-23,27,206458,0.505,0.576,0.34,0.0,0.21,0.0916,-9.005,0.0438,101.993,4,4,Calm
"1,000,000 X Better","1,000,000 X Better",Griff,1wYHNvK8jXzA4TASd5bTMU,2020-10-02,67,191739,0.746,0.629,0.775,0.000548,0.0622,0.594,-7.871,0.122,120.009,0,4,Calm
Still the Same (feat. Boy In Space),Still the Same (feat. Boy In Space),SHY Martin,0f8xPdFJ6SdlHJwkxpdw2Q,2020-02-28,63,178139,0.658,0.367,0.473,0.0,0.187,0.563,-7.632,0.0463,98.022,4,4,Calm
Hope Is A Heartache,LÉON,LÉON,3w1P8nwsVi9vxrGvxYLzAC,2019-03-01,70,201400,0.468,0.429,0.495,0.0,0.305,0.235,-6.634,0.0822,171.4,5,4,Calm
slower,slower,Tate McRae,1bd4heB3yXc5iFTPoOMPuo,2021-03-03,79,187629,0.589,0.595,0.364,0.0,0.334,0.21,-8.079,0.0419,104.991,1,4,Calm
positions,positions,Ariana Grande,7igeByaBM0MgGsgXtNxDJ7,2020-10-23,42,172324,0.736,0.468,0.802,0.0,0.094,0.675,-4.759,0.0864,144.005,0,4,Calm
Changes,~how i'm feeling~,Lauv,3vUc9WQpoca15404jNdzf9,2020-01-02,1,160186,0.532,0.452,0.455,0.0,0.237,0.204,-8.366,0.156,148.182,2,4,Calm
Easy,Easy,Camila Cabello,46D0hYb1B7qiU33VtXt21W,2019-10-11,68,194686,0.574,0.411,0.593,1.55e-06,0.0966,0.355,-5.731,0.0463,128.073,4,4,Calm
What They'll Say About Us,What They'll Say About Us,FINNEAS,27Y1N4Q4U3EfDU5Ubw8ws2,2020-09-02,71,187601,0.535,0.895,0.314,0.00015,0.0874,0.0663,-12.823,0.0408,145.095,7,4,Calm
Stay,Stay,Gracie Abrams,0Uon5NsSAkBDx69XYOaQ5P,2019-11-21,72,177152,0.618,0.883,0.37,0.0,0.123,0.433,-10.5,0.0543,114.26,10,4,Calm
Lovely,Lovely,Fly By Midnight,3zjw3EZfvgjuR4AQhVlNq7,2019-11-15,63,176974,0.548,0.143,0.715,2.21e-06,0.218,0.393,-6.798,0.0511,159.924,0,4,Calm
Young & Alive,Young & Alive,Bazzi,5RsKelNxucrDxgMbZ3vd3W,2020-03-05,74,160465,0.716,0.326,0.563,0.0,0.119,0.495,-5.486,0.0425,86.005,3,4,Calm
Black Converse,Black Converse,LOVA,0NbDnRbBxUaT27CTgmraSG,2020-06-05,39,186732,0.775,0.724,0.41,2.62e-05,0.114,0.298,-7.481,0.0464,117.165,3,4,Calm
Slow Motion,Slow Motion,Charlotte Lawrence,09svEvkmTi9vw4kWRyBC6X,2020-07-24,66,183849,0.665,0.423,0.61,0.0,0.127,0.473,-7.655,0.0436,127.976,0,4,Calm
colorblind,colorblind,Mokita,3IpYb4BekvsgmZKwI2ZDu0,2019-11-01,1,193976,0.661,0.125,0.772,0.00015,0.119,0.186,-5.054,0.0362,146.002,8,4,Calm
Too Close,Too Close,JP Cooper,67GvvBfumjbeuMzhXVgn02,2020-06-26,0,184997,0.642,0.117,0.734,0.0,0.104,0.3,-4.979,0.103,140.085,11,4,Calm
not ur friend,not ur friend,Jeremy Zucker,5T9S5x5hEOvgGKWysm683a,2020-02-28,0,174520,0.802,0.309,0.272,0.0,0.403,0.669,-10.563,0.412,68.969,4,4,Calm
Vibez,Vibez,ZAYN,709F3MwiVvLD0LQXeKs5Cz,2021-01-08,78,163127,0.635,0.242,0.659,0.0285,0.105,0.34,-7.499,0.116,96.855,7,4,Calm
